[2025-Nov-04 00:01:57.434447] <info>: (UrlShortenService.cpp:89:main) Starting the url-shorten-service server...
[2025-Nov-04 00:03:50.447686] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=329994970291196992, url count=0]
[2025-Nov-04 00:20:32.738139] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=848609707234132864, return count=0]
[2025-Nov-04 00:20:38.101692] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1130229103674365312, url count=0]
[2025-Nov-04 00:20:38.101993] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1130229103674365312, return count=0]
[2025-Nov-04 00:20:43.473371] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=127814786051359680, url count=0]
[2025-Nov-04 00:20:43.473580] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=127814786051359680, return count=0]
[2025-Nov-04 00:20:48.831213] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=620757984422647040, url count=0]
[2025-Nov-04 00:20:48.831364] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=620757984422647040, return count=0]
[2025-Nov-04 00:20:54.198524] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=629968884369703552, url count=0]
[2025-Nov-04 00:20:54.198689] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=629968884369703552, return count=0]
[2025-Nov-04 00:20:59.578222] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1054192670914584704, url count=0]
[2025-Nov-04 00:20:59.578366] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1054192670914584704, return count=0]
[2025-Nov-04 00:21:04.943005] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=440061890955803904, url count=0]
[2025-Nov-04 00:21:04.943139] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=440061890955803904, return count=0]
[2025-Nov-04 00:21:10.300921] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=744043290945385216, url count=0]
[2025-Nov-04 00:21:10.301064] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=744043290945385216, return count=0]
[2025-Nov-04 00:21:15.656195] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=803337756654969984, url count=0]
[2025-Nov-04 00:21:15.656401] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=803337756654969984, return count=0]
[2025-Nov-04 00:21:21.047662] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=220002560626557152, url count=0]
[2025-Nov-04 00:21:21.047825] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=220002560626557152, return count=0]
[2025-Nov-04 00:21:26.407907] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=825326611605792640, url count=0]
[2025-Nov-04 00:21:26.408046] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=825326611605792640, return count=0]
[2025-Nov-04 00:21:31.806332] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=956743862728708992, url count=0]
[2025-Nov-04 00:21:31.806510] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=956743862728708992, return count=0]
[2025-Nov-04 00:21:37.171534] <info>: (UrlShortenHandler.h:75:ComposeUrls) Received ComposeUrls request [req_id=1057926530369723136, url count=0]
[2025-Nov-04 00:21:37.171724] <info>: (UrlShortenHandler.h:174:ComposeUrls) ComposeUrls completed [req_id=1057926530369723136, return count=0]
